Education,Marital_Status,Income,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Customer_Tenure,Total_Spend,Family_Size,Total_Campaigns_Accepted,Age
Graduation,Single,39996.0,85,1,1,0,2,6,0,0,38,15,3,0,40
Graduation,Single,26759.0,65,2,2,1,3,6,0,0,142,59,2,0,42
Master,Single,63841.0,64,1,9,3,9,6,0,0,434,908,2,0,46
PhD,Partnered,51039.0,11,2,6,2,4,7,0,0,566,417,3,0,45
Graduation,Partnered,60544.0,92,4,5,1,5,6,0,0,673,289,3,0,53
Graduation,Partnered,65685.0,54,1,9,2,9,5,0,0,92,769,2,0,42
Graduation,Partnered,37716.0,4,2,4,1,3,7,0,0,69,188,2,0,61
Graduation,Single,36864.0,53,3,5,2,4,8,0,1,685,354,2,0,57
Master,Partnered,44511.0,39,6,8,4,8,8,0,0,625,727,2,0,44
PhD,Partnered,36947.0,49,4,3,0,4,9,0,0,691,146,3,0,47
Master,Partnered,47352.0,70,4,6,1,5,7,0,0,444,319,2,0,63
Master,Partnered,67087.0,40,2,7,5,8,4,0,0,194,794,2,0,61
Graduation,Partnered,57045.0,40,3,4,2,9,3,0,0,659,454,2,0,64
PhD,Single,36957.0,43,4,3,2,2,9,0,1,661,152,3,0,61
PhD,Partnered,69389.0,17,1,7,2,12,4,0,0,639,797,2,0,37
Graduation,Partnered,80134.0,40,2,5,3,6,6,0,1,405,1690,2,3,42
Master,Partnered,43142.0,84,1,1,0,2,7,0,0,131,20,3,0,45
Graduation,Partnered,80589.0,25,1,5,10,5,1,0,1,158,1428,1,1,70
Graduation,Single,34412.0,62,3,5,0,3,9,0,0,501,209,2,0,24
Graduation,Single,57537.0,83,4,4,3,8,4,0,0,384,545,2,0,35
Basic,Partnered,22634.0,47,1,2,1,2,8,0,0,529,96,1,0,48
Graduation,Partnered,51315.0,45,1,2,2,5,2,0,0,126,222,1,0,66
Graduation,Partnered,36026.0,34,2,2,0,3,6,0,0,105,61,4,0,42
Graduation,Partnered,24639.0,3,3,2,0,4,6,0,0,152,44,3,0,41
PhD,Partnered,34578.0,1,1,1,0,2,6,0,0,79,8,4,0,42
2n Cycle,Single,65704.0,18,1,2,10,10,1,0,0,259,817,1,0,42
Graduation,Single,63810.0,45,4,4,3,12,8,0,0,595,1371,2,1,48
PhD,Partnered,54132.0,81,1,1,0,3,7,0,0,133,42,2,0,45
Graduation,Partnered,18690.0,77,1,1,1,2,8,0,0,548,60,1,0,55
Graduation,Partnered,28164.0,23,3,2,0,4,7,0,0,421,78,2,0,44
PhD,Partnered,34596.0,48,1,1,0,2,8,0,0,442,23,2,0,40
PhD,Partnered,43269.0,61,1,1,0,2,8,0,0,286,19,2,0,42
2n Cycle,Single,38741.0,60,2,2,0,3,7,0,0,91,61,3,0,56
Graduation,Single,31907.0,75,1,6,1,6,7,0,0,482,449,1,0,42
Master,Partnered,27100.0,64,1,1,0,3,7,0,0,450,37,2,0,31
2n Cycle,Single,31163.0,54,1,1,0,3,6,0,0,136,38,2,0,41
Graduation,Partnered,92533.0,84,1,6,5,11,2,0,0,192,1131,1,2,29
Graduation,Single,34853.0,75,2,2,0,3,6,0,0,188,34,3,0,41
Graduation,Single,70844.0,16,5,6,1,5,7,0,0,242,294,3,0,47
2n Cycle,Partnered,31086.0,79,2,1,1,2,8,0,0,421,48,3,1,35
Graduation,Partnered,60544.0,92,4,5,1,5,6,0,0,673,289,3,0,53
2n Cycle,Partnered,20491.0,16,1,0,1,2,7,0,0,520,30,1,0,28
Graduation,Partnered,42523.0,96,1,1,1,4,2,0,0,67,125,1,0,50
Graduation,Partnered,39922.0,30,2,3,0,4,8,0,0,500,156,2,0,31
Graduation,Partnered,33402.0,60,3,2,1,3,8,0,0,346,70,3,0,62
Master,Partnered,36408.0,11,1,1,0,2,6,0,0,281,22,3,0,65
Graduation,Partnered,21645.0,75,3,3,0,3,9,0,1,664,65,2,0,35
Master,Single,78427.0,36,3,3,7,10,3,0,1,613,1930,1,1,66
Graduation,Partnered,82657.0,71,1,7,5,10,4,0,0,275,2283,1,2,68
Graduation,Partnered,51876.0,88,1,2,2,8,1,0,0,257,310,1,0,56
2n Cycle,Partnered,78041.0,93,1,4,4,9,2,0,0,560,1319,1,0,43
Graduation,Partnered,52852.0,93,4,10,7,5,8,0,0,575,879,2,1,57
PhD,Partnered,70038.0,54,1,4,4,8,2,0,0,247,1244,1,0,32
2n Cycle,Partnered,69401.0,41,4,4,4,5,2,0,0,98,690,2,0,41
Graduation,Partnered,46053.0,46,3,3,2,4,5,0,0,497,209,2,0,42
Graduation,Partnered,77343.0,28,1,3,4,9,1,0,0,20,1134,1,0,49
Graduation,Single,73892.0,40,1,3,11,8,1,0,1,228,1507,1,0,61
PhD,Single,40304.0,82,1,2,0,3,7,0,0,272,57,2,0,47
PhD,Partnered,32727.0,38,2,7,3,5,8,0,0,670,529,1,0,49
Graduation,Partnered,68695.0,3,1,4,4,7,2,0,0,4,1091,1,0,45
Graduation,Single,43300.0,87,3,4,0,4,8,0,1,624,180,2,0,43
Graduation,Partnered,26290.0,49,4,2,0,4,6,0,0,533,77,3,0,42
Graduation,Single,93790.0,16,0,6,7,12,2,0,1,137,2349,1,3,44
PhD,Partnered,38410.0,65,2,5,2,9,6,0,1,653,534,1,0,40
Master,Single,64866.0,9,4,7,3,7,5,0,0,154,556,2,1,64
Graduation,Partnered,57957.0,24,7,4,6,8,3,1,0,314,637,2,0,55
PhD,Partnered,46015.0,25,1,1,0,3,7,0,0,77,46,3,2,59
Graduation,Partnered,16531.0,43,3,3,0,3,7,0,0,11,44,2,0,36
Master,Partnered,28072.0,10,1,1,0,3,7,0,0,356,47,2,0,28
Master,Single,49476.0,29,4,2,11,5,2,0,0,374,795,2,0,51
Graduation,Partnered,50725.0,45,4,8,1,8,8,0,0,501,586,2,0,61
Graduation,Partnered,83844.0,57,1,4,4,11,1,0,0,413,1574,1,1,62
PhD,Partnered,41145.0,20,1,0,0,3,3,0,0,141,13,3,0,64
Graduation,Partnered,67419.0,29,4,9,4,8,5,0,0,529,1471,2,0,44
2n Cycle,Partnered,23162.0,82,3,1,1,3,6,0,0,190,65,3,0,44
Graduation,Partnered,34380.0,68,4,4,1,3,8,0,0,423,175,2,0,37
Graduation,Single,34704.0,65,1,1,0,3,5,0,0,428,40,2,0,48
PhD,Partnered,94871.0,99,1,8,5,4,7,0,1,666,1078,3,2,45
Graduation,Partnered,65148.0,9,2,6,6,7,4,0,0,590,1115,2,0,56
Graduation,Partnered,39898.0,20,2,3,0,4,7,0,0,502,134,2,0,60
Master,Single,64857.0,78,1,7,5,10,4,0,0,583,1540,1,0,58
PhD,Partnered,59892.0,26,1,2,1,3,3,0,0,239,87,2,0,44
Master,Single,41020.0,68,1,3,2,4,3,0,0,244,217,1,0,27
PhD,Partnered,57072.0,79,2,7,5,13,5,0,0,156,1034,2,1,53
Graduation,Single,60474.0,25,7,10,2,12,7,0,0,454,1180,2,0,35
Graduation,Partnered,62807.0,83,3,5,3,12,5,0,0,667,819,2,0,54
2n Cycle,Partnered,19414.0,32,1,1,0,3,8,0,0,256,32,2,0,33
Graduation,Partnered,19107.0,49,2,1,0,3,7,0,0,311,46,2,0,34
2n Cycle,Partnered,75484.0,50,2,7,3,6,4,0,0,696,1159,2,0,38
Master,Single,70379.0,84,3,6,3,13,4,0,0,483,860,2,0,38
Master,Partnered,79419.0,96,1,4,6,4,2,0,0,7,1631,1,0,44
PhD,Partnered,64014.0,56,7,8,2,5,7,0,0,19,444,4,1,68
Graduation,Partnered,76998.0,85,2,11,8,8,6,0,0,534,1910,2,1,59
Master,Partnered,49854.0,63,5,6,2,5,6,0,0,231,380,2,0,42
PhD,Partnered,60585.0,17,10,7,4,9,5,0,1,370,736,3,0,43
PhD,Single,42873.0,11,4,6,1,4,8,0,0,524,269,3,0,64
Graduation,Partnered,87679.0,62,1,7,11,10,4,0,1,337,2524,1,3,26
Graduation,Partnered,57867.0,48,7,7,2,9,6,0,0,271,612,2,0,36
Graduation,Partnered,35765.0,86,2,2,0,4,6,0,0,200,75,2,0,24
Graduation,Partnered,65492.0,73,2,4,7,13,2,0,0,154,1045,1,0,55
Graduation,Single,32952.0,36,1,2,0,3,7,0,0,210,55,2,0,37
PhD,Partnered,53374.0,34,6,4,2,9,9,0,1,682,1064,2,1,45
Graduation,Partnered,71706.0,16,4,9,5,7,5,0,0,593,1443,2,0,55
Graduation,Partnered,68487.0,48,1,9,7,13,4,0,0,532,1366,1,0,26
Master,Partnered,53253.0,61,7,4,3,5,5,0,0,503,436,3,0,39
2n Cycle,Single,31163.0,54,1,1,0,3,6,0,0,136,38,2,0,41
Graduation,Partnered,42014.0,56,6,7,1,6,8,0,1,681,436,2,0,37
Master,Partnered,54108.0,74,13,8,2,9,8,0,0,601,747,3,0,41
PhD,Single,49667.0,35,2,5,10,5,8,0,1,678,1396,1,1,59
Master,Partnered,63206.0,65,1,4,3,6,2,0,0,101,928,1,1,40
Master,Partnered,57136.0,48,9,5,2,10,6,0,0,355,642,3,0,42
2n Cycle,Partnered,46772.0,88,6,11,8,5,8,0,0,599,1048,2,1,39
PhD,Partnered,78931.0,19,1,2,8,13,1,0,0,247,943,1,0,43
Graduation,Partnered,53977.0,21,5,5,5,12,5,0,0,386,907,2,0,56
Graduation,Partnered,84219.0,27,1,3,4,10,1,0,0,147,1198,1,0,26
Master,Single,46098.0,86,4,3,2,2,8,0,0,680,120,3,0,39
Graduation,Partnered,73538.0,92,3,10,4,9,7,0,0,581,1658,2,0,49
Graduation,Partnered,79529.0,1,1,4,8,9,2,0,0,63,1638,1,0,28
2n Cycle,Partnered,20981.0,14,1,3,1,2,8,0,1,425,73,1,0,37
Graduation,Single,51766.0,74,2,4,2,4,5,0,0,110,275,2,0,34
Graduation,Partnered,55759.0,84,5,10,3,8,8,0,0,578,854,2,0,52
Graduation,Partnered,33039.0,4,1,2,0,4,5,0,0,293,78,2,0,36
Master,Partnered,37787.0,50,1,3,0,3,8,0,0,282,106,2,0,42
Graduation,Single,27242.0,2,2,2,0,3,9,0,1,595,106,2,0,44
PhD,Single,87188.0,73,1,10,2,6,3,0,1,391,1923,1,0,31
Graduation,Partnered,69930.0,21,1,4,5,12,3,0,0,399,1662,1,0,43
Graduation,Single,37697.0,82,1,2,1,3,6,0,0,142,84,2,0,38
PhD,Partnered,37401.0,14,2,2,0,3,7,0,0,54,48,2,0,41
Graduation,Single,3502.0,56,0,0,0,0,14,0,0,442,5,2,0,41
Graduation,Partnered,58597.0,20,12,7,4,9,7,0,0,586,733,3,0,38
PhD,Single,82032.0,54,0,4,6,7,1,0,0,85,1234,1,0,66
Graduation,Partnered,28087.0,77,3,2,2,2,7,0,0,565,112,3,0,56
PhD,Single,74004.0,5,1,4,6,4,3,0,1,125,1658,1,2,27
Graduation,Partnered,19740.0,65,2,1,1,3,5,0,0,462,55,2,0,54
2n Cycle,Partnered,57036.0,33,4,6,3,13,9,0,0,565,1513,2,1,39
2n Cycle,Partnered,53083.0,65,6,5,1,5,7,0,0,410,271,3,1,56
PhD,Partnered,69283.0,41,4,7,3,13,5,0,0,15,904,2,0,39
Master,Single,46098.0,86,4,3,2,2,8,0,1,680,120,3,0,39
2n Cycle,Partnered,23331.0,92,2,3,0,3,8,0,0,663,103,2,0,26
2n Cycle,Single,23331.0,97,6,5,1,5,9,0,0,632,269,2,0,26
Graduation,Single,9255.0,91,1,1,1,2,8,0,0,191,22,2,0,25
PhD,Single,67786.0,0,1,3,6,6,1,0,1,204,1156,1,0,55
PhD,Partnered,71969.0,59,3,3,4,9,8,0,0,621,1086,2,1,43
Master,Single,59235.0,4,3,11,2,12,7,0,0,533,1128,2,0,47
Graduation,Partnered,31928.0,5,2,3,0,4,7,0,0,93,72,2,0,25
Master,Partnered,74881.0,48,4,9,2,12,5,0,0,478,964,3,0,53
Graduation,Partnered,65819.0,99,1,5,4,10,3,0,0,577,1383,1,0,36
PhD,Single,51411.0,81,1,0,0,3,5,0,0,399,18,4,0,61
Graduation,Single,51983.0,95,3,9,2,10,7,0,0,667,793,2,0,50
Master,Partnered,42386.0,43,1,3,0,3,8,0,0,532,100,2,0,28
2n Cycle,Partnered,30390.0,5,1,2,0,3,6,0,0,300,80,1,0,27
Graduation,Single,30983.0,50,1,4,0,3,8,0,1,597,167,1,0,51
Graduation,Single,66033.0,76,2,8,3,7,7,0,0,525,677,2,0,57
2n Cycle,Partnered,37284.0,46,1,0,0,3,6,0,0,457,23,3,0,39
Master,Single,57530.0,68,1,1,1,4,1,0,0,260,92,2,0,63
2n Cycle,Partnered,76800.0,33,1,4,4,7,1,0,0,113,641,1,0,49
Graduation,Partnered,63943.0,50,1,6,4,6,5,0,0,665,1106,2,0,58
Graduation,Partnered,76081.0,85,1,4,5,4,2,0,0,37,1033,1,1,52
Graduation,Partnered,67445.0,63,5,9,6,12,6,0,0,686,1174,2,0,40
Master,Partnered,37054.0,89,2,1,0,3,7,0,0,287,25,3,0,47
Master,Partnered,47175.0,81,7,4,2,4,8,0,1,609,240,3,1,52
Graduation,Single,31859.0,77,1,1,0,2,7,0,0,380,20,2,0,38
Graduation,Single,27215.0,50,4,2,1,4,6,0,0,522,102,4,0,53
PhD,Single,70179.0,10,3,7,3,13,5,0,0,343,1034,2,0,38
Graduation,Partnered,39922.0,30,2,3,0,4,8,0,0,500,156,2,0,31
Master,Partnered,49681.0,66,6,7,1,7,7,0,0,237,458,3,0,38
Graduation,Partnered,24645.0,16,1,1,0,2,8,0,0,605,17,2,0,26
Graduation,Single,79865.0,12,1,5,10,5,1,0,0,11,792,2,0,60
Graduation,Partnered,44322.0,30,2,3,0,3,8,0,0,13,92,2,0,29
Graduation,Single,47958.0,8,2,6,3,5,5,0,0,526,407,2,0,62
Master,Single,63972.0,93,4,5,4,10,4,0,0,574,1269,2,1,50
Graduation,Partnered,75315.0,14,2,5,4,12,2,0,0,75,841,2,0,60
PhD,Partnered,55517.0,53,5,11,1,6,9,0,1,640,633,3,0,64
PhD,Partnered,75283.0,26,11,6,3,5,4,0,0,459,1019,4,0,57
PhD,Single,82800.0,23,1,7,6,12,3,0,1,582,1315,1,2,68
Graduation,Partnered,38998.0,92,3,2,0,3,8,1,0,603,54,3,0,60
Master,Single,90638.0,29,1,3,4,10,1,0,1,136,2525,1,1,23
Master,Partnered,27161.0,41,1,1,0,3,7,0,0,244,52,2,0,28
Graduation,Partnered,42014.0,56,6,7,1,6,8,0,1,681,436,2,0,37
PhD,Partnered,38201.0,19,4,5,1,5,8,0,0,457,268,2,0,54
Graduation,Partnered,45203.0,4,1,3,1,3,6,0,1,98,147,3,0,32
PhD,Partnered,81574.0,89,1,4,5,8,1,0,0,62,1798,1,2,67
Graduation,Partnered,34935.0,71,1,2,1,4,7,0,0,373,137,1,0,22
Master,Single,60482.0,81,1,7,2,7,7,0,0,522,507,2,0,38
Graduation,Partnered,34633.0,31,1,1,0,2,6,0,0,157,15,4,0,58
Master,Partnered,78093.0,53,1,4,7,5,1,0,0,200,1105,1,0,67
Graduation,Single,82460.0,78,1,5,3,6,1,0,0,209,974,1,0,64
Master,Partnered,45903.0,80,2,2,1,3,4,0,0,67,66,2,0,48
Graduation,Single,81361.0,18,1,3,10,13,1,0,1,124,778,1,0,27
PhD,Single,35860.0,37,2,1,1,2,5,0,1,41,49,3,1,41
Master,Partnered,40442.0,52,4,3,1,4,7,0,1,679,169,3,0,62
Graduation,Partnered,61482.0,39,1,3,2,6,2,0,0,2,299,1,0,49
Graduation,Partnered,34968.0,11,7,3,2,5,7,0,0,445,221,2,0,34
Graduation,Partnered,75794.0,33,1,7,5,12,3,0,0,187,1682,1,1,27
PhD,Partnered,31497.0,22,2,3,1,4,8,0,0,570,155,2,0,52
Graduation,Partnered,74268.0,83,1,4,3,5,2,0,0,500,892,1,0,59
Basic,Partnered,13724.0,43,1,2,0,2,9,0,0,667,58,2,1,26
Master,Partnered,45143.0,74,3,6,1,5,7,0,0,307,311,2,0,49
PhD,Single,52569.0,54,1,2,0,4,3,0,0,85,95,2,0,47
PhD,Single,48432.0,3,5,7,1,6,8,0,1,619,424,2,0,41
Master,Partnered,17144.0,96,5,3,0,4,7,0,0,134,47,3,0,54
Graduation,Single,36108.0,68,3,7,1,4,9,0,0,257,339,2,1,30
Graduation,Partnered,76445.0,2,1,2,5,13,6,0,0,639,1410,2,0,43
PhD,Partnered,36663.0,40,1,1,1,3,2,0,0,65,35,2,0,39
Master,Partnered,53843.0,64,4,8,5,3,7,0,0,367,562,2,0,49
Master,Partnered,90226.0,26,1,4,7,12,2,0,0,641,2352,1,1,58
Master,Single,70638.0,69,1,4,5,10,3,0,0,393,1334,1,1,59
Graduation,Partnered,44512.0,57,2,1,0,3,4,0,0,303,32,3,0,54
Graduation,Partnered,27116.0,78,2,2,0,3,7,0,0,119,41,3,0,53
PhD,Partnered,54072.0,71,1,2,0,2,8,0,0,337,39,3,0,51
Graduation,Partnered,71855.0,59,4,5,5,11,3,0,0,529,1141,2,0,37
2n Cycle,Single,51250.0,28,5,10,5,4,9,0,0,456,710,2,1,24
Master,Partnered,60432.0,61,5,7,2,5,6,0,0,112,401,2,0,41
PhD,Partnered,65526.0,22,1,4,4,8,2,0,0,79,506,2,0,50
Graduation,Single,68655.0,95,1,4,5,11,3,0,0,688,1538,1,0,26
2n Cycle,Partnered,12393.0,38,1,2,0,3,9,0,0,572,57,1,0,36
Graduation,Single,64509.0,19,1,6,3,9,4,0,1,316,1722,1,1,24
Graduation,Single,33955.0,92,4,5,1,5,8,0,0,324,270,2,0,39
Graduation,Partnered,31353.0,24,2,1,1,2,8,0,1,182,31,3,0,37
Graduation,Partnered,55434.0,21,3,5,3,13,4,0,0,267,882,2,0,30
Graduation,Partnered,28359.0,35,1,1,0,2,7,0,0,245,16,2,0,31
Graduation,Single,57100.0,9,2,3,2,7,3,0,0,42,311,2,0,27
Graduation,Partnered,69139.0,23,1,4,1,5,4,0,0,153,227,2,0,49
Master,Partnered,52973.0,92,7,9,6,9,8,0,0,598,1152,2,0,58
PhD,Partnered,51717.0,55,1,3,0,4,7,0,0,313,122,2,1,49
Graduation,Partnered,18793.0,14,3,2,0,4,8,0,0,533,77,2,0,43
2n Cycle,Partnered,66664.0,78,1,5,7,6,3,0,0,642,1289,1,0,32
Graduation,Single,50664.0,64,9,8,1,6,9,0,0,529,561,3,0,55
Graduation,Partnered,54414.0,49,4,3,1,5,4,0,0,522,211,3,0,51
PhD,Partnered,54549.0,8,2,5,1,4,7,0,0,118,233,2,0,62
PhD,Single,47111.0,35,6,3,2,10,9,0,0,659,1092,2,0,43
PhD,Single,41003.0,11,1,6,2,8,6,0,0,469,601,1,0,51
Graduation,Partnered,19444.0,8,3,4,1,2,7,0,1,127,54,2,0,32
2n Cycle,Partnered,36301.0,53,1,3,0,3,7,0,0,247,78,2,0,38
PhD,Partnered,73059.0,36,1,9,3,13,4,0,0,302,1095,2,0,67
PhD,Partnered,42731.0,64,3,4,1,5,5,0,0,251,244,2,0,45
PhD,Partnered,52854.0,43,2,2,1,4,5,0,0,97,116,3,0,55
Graduation,Partnered,22775.0,40,1,1,0,2,8,0,0,375,15,2,0,36
PhD,Partnered,46681.0,52,2,4,6,4,5,0,0,264,425,3,0,66
PhD,Partnered,59821.0,11,6,11,2,7,8,0,0,443,734,2,0,59
Graduation,Single,50002.0,21,2,8,2,7,7,0,0,377,638,2,0,60
Graduation,Partnered,69755.0,23,1,3,6,12,1,0,0,270,894,1,0,69
Graduation,Partnered,44078.0,17,2,2,0,3,5,0,0,10,41,3,0,45
Master,Partnered,30560.0,6,1,1,0,3,7,0,0,367,31,2,0,38
Master,Partnered,35924.0,56,1,1,0,3,5,0,0,98,34,3,0,45
PhD,Single,64140.0,71,5,2,5,6,5,0,1,279,1750,3,3,50
Graduation,Partnered,56386.0,51,8,9,1,7,9,0,0,610,612,3,0,33
Basic,Partnered,24594.0,94,1,1,0,3,5,0,0,201,29,2,0,35
2n Cycle,Partnered,75774.0,27,1,7,5,8,4,0,0,58,823,2,0,33
Master,Single,39228.0,1,1,0,0,3,4,0,0,415,20,1,0,54
Master,Partnered,58494.0,56,2,6,2,6,6,0,0,199,396,2,0,40
Graduation,Single,58684.0,71,1,5,3,12,2,0,0,13,813,1,1,33
Graduation,Single,57136.0,18,1,7,5,7,6,0,1,407,1179,1,0,47
PhD,Single,56551.0,48,3,2,1,4,4,0,0,53,138,3,0,64
Graduation,Partnered,22448.0,86,3,2,1,3,3,0,0,123,55,2,0,32
Graduation,Single,82014.0,48,1,3,6,12,6,0,1,678,1511,1,0,53
Graduation,Single,34213.0,2,3,3,1,2,9,0,1,660,117,3,0,51
Graduation,Partnered,157146.0,13,0,0,28,0,1,0,0,426,1730,1,0,37
PhD,Single,25358.0,57,2,1,0,3,6,0,0,342,32,2,0,67
Master,Single,35544.0,77,1,2,0,3,7,0,0,113,67,2,0,36
Master,Partnered,36634.0,0,3,5,2,5,7,0,0,397,335,2,0,60
PhD,Partnered,62670.0,57,1,5,3,13,3,0,0,147,825,2,0,60
2n Cycle,Partnered,50334.0,24,6,7,4,6,6,0,0,340,694,2,0,42
Graduation,Single,72066.0,55,1,4,6,6,2,0,1,6,1792,1,2,33
PhD,Single,50729.0,62,9,6,2,7,6,0,0,423,496,3,0,56
Graduation,Partnered,34916.0,89,4,5,1,3,9,0,0,410,231,3,0,46
Graduation,Single,64892.0,77,2,6,4,12,4,0,0,31,902,2,0,38
Graduation,Single,43602.0,45,3,3,1,2,6,0,0,170,68,3,0,48
PhD,Single,33996.0,46,1,1,1,3,4,0,0,291,71,1,0,25
2n Cycle,Single,41473.0,80,1,2,0,3,7,0,0,375,76,2,0,29
PhD,Partnered,63246.0,60,1,6,3,12,4,0,0,313,772,3,0,47
PhD,Partnered,36732.0,71,3,1,1,4,2,0,0,182,47,3,0,55
PhD,Partnered,69084.0,43,2,7,3,13,8,0,0,222,1586,2,0,44
PhD,Partnered,77766.0,97,2,11,10,11,6,0,1,492,1529,2,1,47
PhD,Single,37929.0,49,2,4,2,5,7,0,1,334,265,1,2,29
Graduation,Partnered,86610.0,66,1,5,6,6,2,0,0,297,1603,1,0,63
Master,Partnered,80141.0,20,1,7,4,10,6,0,1,534,2091,1,1,28
2n Cycle,Partnered,72635.0,54,1,6,8,6,3,0,0,391,981,1,1,59
Graduation,Partnered,69016.0,61,4,8,9,13,5,0,0,584,1533,2,0,44
2n Cycle,Partnered,20193.0,18,1,1,1,4,4,0,0,578,82,1,0,23
Graduation,Partnered,27573.0,45,4,5,1,4,8,0,0,461,244,2,0,39
Basic,Single,15862.0,26,1,1,0,3,8,0,0,367,36,2,0,35
PhD,Partnered,49544.0,0,2,5,1,8,7,0,0,502,404,2,0,38
Graduation,Partnered,33228.0,28,1,2,0,3,7,0,0,157,71,2,0,34
Graduation,Partnered,70440.0,49,1,5,10,7,3,0,0,264,1572,1,1,36
Graduation,Partnered,38232.0,84,4,3,1,3,5,0,0,163,122,3,0,43
PhD,Partnered,22554.0,38,4,2,0,4,5,0,0,603,41,3,0,59
PhD,Partnered,23536.0,53,1,0,0,3,3,0,0,25,10,2,0,31
Graduation,Partnered,49413.0,88,2,4,2,5,5,0,0,247,304,2,0,62
Graduation,Partnered,42231.0,99,1,1,0,3,5,0,0,96,37,3,0,45
Master,Single,78789.0,12,1,4,6,5,2,0,1,690,1754,1,0,34
Graduation,Partnered,56534.0,35,4,10,4,7,8,0,1,341,815,2,2,46
Graduation,Single,58350.0,5,4,8,3,12,6,0,0,541,1001,2,0,43
Graduation,Single,81217.0,77,1,3,7,11,1,0,0,345,1157,1,0,25
Graduation,Single,49090.0,45,3,7,2,9,7,0,0,345,688,2,0,63
Master,Single,61787.0,71,1,8,4,6,5,0,0,358,1319,1,0,27
PhD,Partnered,18169.0,40,1,1,0,2,8,0,0,495,21,2,0,29
2n Cycle,Single,24336.0,82,1,1,0,2,7,0,0,671,31,2,0,33
Graduation,Partnered,18222.0,70,1,2,0,3,8,0,0,545,67,1,0,24
Graduation,Single,62335.0,87,2,3,3,13,2,0,0,402,708,2,0,62
2n Cycle,Partnered,42033.0,95,1,1,0,2,7,0,0,648,25,3,0,43
PhD,Partnered,86580.0,72,0,4,2,5,1,0,0,487,746,1,1,31
PhD,Single,41437.0,5,1,1,0,3,7,0,0,645,32,3,0,57
Master,Single,73705.0,86,2,9,6,8,5,0,0,116,1695,3,0,63
Graduation,Partnered,61064.0,80,5,8,4,11,6,0,0,667,1080,2,0,38
Master,Partnered,38452.0,62,3,3,0,3,7,0,0,91,72,3,0,59
Graduation,Single,18358.0,49,3,3,0,4,7,0,0,221,57,2,0,25
PhD,Partnered,55012.0,85,6,8,2,9,5,0,0,100,660,2,0,41
Basic,Partnered,9722.0,7,4,3,1,3,8,0,1,635,103,2,0,41
PhD,Partnered,38175.0,6,3,3,1,4,7,0,0,279,153,2,0,30
Master,Partnered,58656.0,25,4,7,8,13,6,0,0,647,1220,2,1,58
Graduation,Partnered,52117.0,55,2,5,2,4,7,0,0,682,279,2,0,49
Graduation,Partnered,64813.0,81,1,7,2,10,5,0,0,178,745,2,0,36
PhD,Partnered,54222.0,98,1,3,3,5,3,0,0,120,264,2,0,41
Graduation,Partnered,83512.0,31,1,4,7,10,1,0,1,12,2157,1,4,28
Master,Partnered,77520.0,30,1,8,7,7,4,0,1,305,1526,2,3,55
Graduation,Partnered,41154.0,98,1,1,0,4,5,0,0,446,69,2,0,36
Graduation,Partnered,80398.0,92,1,5,8,12,3,0,0,596,1597,1,1,48
Basic,Single,18746.0,41,2,3,0,3,6,0,0,31,64,2,0,22
Graduation,Partnered,35196.0,68,6,6,1,5,8,0,0,593,497,2,0,30
Graduation,Single,60230.0,78,2,6,3,6,5,0,0,405,1067,2,0,58
Graduation,Partnered,22108.0,46,2,2,0,3,7,0,0,52,31,3,0,37
Graduation,Partnered,44392.0,71,5,4,1,4,7,0,0,297,211,3,0,40
PhD,Partnered,55424.0,6,4,7,5,9,6,0,1,581,877,2,1,38
Graduation,Partnered,17688.0,82,1,1,0,2,8,1,0,532,11,2,0,35
PhD,Partnered,92491.0,71,1,7,5,12,3,0,1,424,2034,1,3,31
Graduation,Single,90273.0,32,1,5,6,7,2,0,1,197,1991,1,3,23
PhD,Single,82571.0,28,0,6,5,13,2,0,0,88,1686,1,1,52
PhD,Single,38513.0,20,5,6,1,5,8,0,1,152,324,2,0,32
Master,Single,16653.0,10,3,2,1,3,6,0,1,72,69,2,0,35
Graduation,Partnered,42586.0,7,5,4,1,6,8,0,1,608,252,3,0,59
Basic,Single,23529.0,67,1,1,1,2,6,0,0,538,54,2,0,49
Master,Partnered,74881.0,48,4,9,2,12,5,0,0,478,964,3,0,53
Graduation,Partnered,71107.0,61,2,7,6,13,4,0,0,497,1327,2,0,63
PhD,Partnered,46910.0,36,2,2,0,3,6,0,0,98,68,3,0,50
Graduation,Partnered,18690.0,77,1,1,1,2,8,0,0,548,60,1,0,55
Graduation,Single,37244.0,90,1,1,1,2,7,0,0,428,55,3,1,59
Graduation,Partnered,82427.0,35,1,3,5,12,1,0,0,109,1456,1,1,48
2n Cycle,Single,75342.0,38,1,5,2,10,4,0,0,419,563,2,0,56
Graduation,Single,70044.0,46,4,7,10,5,5,0,0,496,1504,2,0,60
Graduation,Single,79146.0,33,2,8,1,8,6,0,0,66,564,3,0,47
Graduation,Partnered,77437.0,70,1,4,5,13,1,0,0,215,1125,1,1,51
Graduation,Partnered,54984.0,51,4,6,1,6,7,0,0,36,358,2,1,55
PhD,Partnered,42403.0,18,1,1,0,3,8,0,0,200,42,2,0,43
Graduation,Partnered,55761.0,97,2,4,1,3,6,0,0,66,184,2,1,50
